symbol,symbolName,fullName,shortJobTitle,transactionType,amount,reportedPrice,usdValue,eodHolding,transactionDate,symbolCode,hasOptions,symbolType
EKSO,Ekso Bionics Holdings Inc,Jerome Wong,CFO & Co Sec,Award,"19,500",0.00000,"102,376","40,173",11/05/25,STK,Yes,1
EKSO,Ekso Bionics Holdings Inc,Jason C Jones,COO,Award,"15,000",0.00000,"78,750","40,075",11/05/25,STK,Yes,1
EKSO,Ekso Bionics Holdings Inc,Scott Davis,CEO,Award,"80,000",0.00000,"420,001","102,465",11/05/25,STK,Yes,1
CDNS,Cadence Design Sys,Anirudh Devgan,CEO,Sell,"5,550",327.79810,"1,819,280","195,844",11/05/25,STK,Yes,1
EGP,Eastgroup Properties,Richard Reid Dunbar,EVP,Sell,"2,000",175.00000,"350,000","20,630",11/05/25,STK,No,1
GOOG,Alphabet Cl C,Sundar Pichai,CEO,Sell,"32,500",283.47630,"9,212,980","2,337,119",11/05/25,STK,Yes,1
RBLX,Roblox Corp Cl A,Mark Reinstra,CLO & Co Sec,Sell,"2,401",104.60000,"251,144","607,968",11/05/25,STK,Yes,1
AIP,Arteris Inc,Laurent R Moll,COO,Sell,"32,775",15.42330,"505,499","311,110",11/05/25,STK,Yes,1
BGSF,Bgsf Inc,Donna Carroll,N/A,Award,"5,482",0.00000,"18,749","35,486",11/05/25,STK,Yes,1
EP,Empire Petroleum Corp,Phil E. Mulacek,Chair,Buy,"187,084",3.77000,"705,307","8,022,796",11/05/25,STK,No,1
WCC,Wesco International,Matthew S Kulasa,CAO,Sell,790,253.18000,"200,012","3,320",11/05/25,STK,Yes,1
BGSF,Bgsf Inc,Douglas E Hailey,N/A,Award,"5,482",0.00000,"18,749","218,224",11/05/25,STK,Yes,1
BGSF,Bgsf Inc,Paul A Seid,N/A,Award,"5,482",0.00000,"18,749","141,812",11/05/25,STK,Yes,1
EP,Empire Petroleum Corp,Michael R Morrisett,CEO & CFO,Sell,"187,084",3.77000,"705,307","346,088",11/05/25,STK,No,1
MEDP,Medpace Holdings Inc,Jesse J Geiger,Pres.,Sell,"21,503",595.66000,"12,808,476","15,000",11/05/25,STK,Yes,1
ESI,Element Solutions Inc,Ian G Handley Ashken,N/A,Sell,"292,000",27.00000,"7,884,000","306,880",11/05/25,STK,Yes,1
RPRX,Royalty Pharma Plc Cl A,Christopher Hite,V.Chair,Award,"6,168",0.00000,"249,311","728,510",11/05/25,STK,Yes,1
RPRX,Royalty Pharma Plc Cl A,George W Lloyd,CLO,Award,"6,168",0.00000,"249,311","1,135,341",11/05/25,STK,Yes,1
KOP,Koppers Holdings Inc,Laura Posadas,N/A,Award,"2,240",0.00000,"62,832","2,240",11/05/25,STK,Yes,1
IEX,Idex Corp,Carl R Christenson,N/A,Buy,600,169.41120,"101,646","6,351",11/05/25,STK,Yes,1
BWB,Bridgewater Bancshares Inc,Jerry J Baack,Chair & CEO,Sell,"15,561",16.58080,"258,014","1,192,361",11/05/25,STK,Yes,1
SKYQ,Sky Quarry Inc,Marcus G Laun,Pre./Int. CEO,Award,"200,000",0.00000,"79,820","1,492,978",11/05/25,STK,No,1
MCS,Marcus Corp,David John Marcus,N/A,Award,911,0.00000,"14,038","100,911",11/05/25,STK,Yes,1
KHC,Kraft Heinz Company,Flavio Torres,EVP & Chief Supp,Award,"31,069",0.00000,"750,005","282,414",11/05/25,STK,Yes,1
WEAV,Weave Communications Inc,Tyler Newton,N/A,Sell,"50,993",6.68000,"340,634","370,242",11/05/25,STK,Yes,1
COCO,The Vita Coco Company Inc,Ira Liran,N/A,Sell,"50,000",41.40580,"2,070,290","1,200,920",11/05/25,STK,Yes,1
RPRX,Royalty Pharma Plc Cl A,Terrance P Coyne,CFO,Award,"6,168",0.00000,"249,311","898,900",11/05/25,STK,Yes,1
RCKY,Rocky Brands Inc,Byron Wortham,Div. Sr.VP,Sell,"4,200",29.89830,"125,574",0,11/05/25,STK,No,1
LQDA,Liquidia Corp,Rajeev Saggar,Chf Med Off.,Sell,"71,381",27.00000,"1,927,287","176,549",11/05/25,STK,Yes,1
VCYT,Veracyte Inc,Evan Jones,N/A,Sell,"13,196",45.05710,"594,573","30,468",11/05/25,STK,Yes,1
EXP,Eagle Materials Inc,David E Rush,N/A,Buy,"1,000",208.08000,"208,080","4,173",11/05/25,STK,Yes,1
LPLA,Lpl Financial Holdings,Greg Gates,CTO,Sell,"1,500",376.43150,"564,648","15,370",11/05/25,STK,Yes,1
SKYQ,Sky Quarry Inc,Todd Mitchell Palin,N/A,Award,"150,000",0.00000,"59,865","233,334",11/05/25,STK,No,1
SKYQ,Sky Quarry Inc,Leo B Womack,N/A,Award,"150,000",0.00000,"59,865","233,334",11/05/25,STK,No,1
HRB,H&R Block,Matt Winter,N/A,Award,"3,927",0.00000,"198,628","59,083",11/05/25,STK,Yes,1
HRB,H&R Block,Victoria J Reich,N/A,Award,"3,927",0.00000,"198,628","120,846",11/05/25,STK,Yes,1
HRB,H&R Block,Mia Mends,N/A,Award,"3,927",0.00000,"198,628","28,428",11/05/25,STK,Yes,1
ITW,Illinois Tool Works Inc,Pamela B Strobel,N/A,Sell,"1,521",245.25000,"373,025","38,215",11/05/25,STK,Yes,1
SBCF,Seacoast Banking Corp,James C Stallings III,CCO,Sell,"3,245",30.87000,"100,173","15,603",11/05/25,STK,Yes,1
HRB,H&R Block,Richard A Johnson,Chair,Award,"10,209",0.00000,"516,371","91,277",11/05/25,STK,Yes,1
HRB,H&R Block,Anuradha Gupta,N/A,Award,"3,927",0.00000,"198,628","43,280",11/05/25,STK,Yes,1
HRB,H&R Block,Robert A Gerard,N/A,Award,"3,927",0.00000,"198,628","337,262",11/05/25,STK,Yes,1
HRB,H&R Block,Sean H Cohan,N/A,Award,"3,927",0.00000,"198,628","28,428",11/05/25,STK,Yes,1
FLYW,Flywire Corp Voting,Peter Butterfield,Gen Cou & CCO,Sell,"1,000",15.00000,"15,000","393,522",11/05/25,STK,Yes,1
FLOC,Flowco Holdings Inc Cl A,Chad Roberts,Div. EVP,Sell,"55,173",18.26360,"1,007,658","332,327",11/05/25,STK,No,1
VCYT,Veracyte Inc,Rebecca Chambers,CFO,Sell,"7,000",41.00000,"287,000","126,158",11/05/25,STK,Yes,1
VCYT,Veracyte Inc,Karin Eastham,N/A,Sell,"9,674",40.02390,"387,191","13,554",11/05/25,STK,Yes,1
VCYT,Veracyte Inc,Annie Mcguire,Gen Cou,Sell,"6,466",40.00000,"258,640","82,973",11/05/25,STK,Yes,1
KLAC,K L A-Tencor Corp,Jason Conley,N/A,Award,204,0.00000,"250,000",204,11/05/25,STK,Yes,1
KLAC,K L A-Tencor Corp,Tracy A Embree,N/A,Award,204,0.00000,"250,000",204,11/05/25,STK,Yes,1
CHTR,Charter Communications Inc,David C Merritt,N/A,Sell,"1,200",226.18000,"271,416","10,146",11/05/25,STK,Yes,1
RPRX,Royalty Pharma Plc Cl A,Pablo Legorreta,Chair & CEO,Award,"36,559",0.00000,"1,477,715","4,545,330",11/05/25,STK,Yes,1
AON,AON Plc,Darren Zeidel,Gen Cou & Sec,Sell,"8,800",344.52480,"3,031,819","20,253",11/05/25,STK,Yes,1
THRY,Thryv Holdings Inc,John Slater,Lead Indpdt. Dir,Buy,"1,500",7.06730,"10,601","35,370",11/05/25,STK,Yes,1
VENU,Venu Holding Corp,Kevin Wayne O'neil,N/A,Sell,"476,190",13.44000,"6,399,994","3,640,467",11/05/25,STK,Yes,1
KLAC,K L A-Tencor Corp,Jamie Samath,N/A,Award,204,0.00000,"250,000",378,11/05/25,STK,Yes,1
KLAC,K L A-Tencor Corp,Jeneanne Michelle Hanley,N/A,Award,204,0.00000,"250,000","4,101",11/05/25,STK,Yes,1
KLAC,K L A-Tencor Corp,Kevin J Kennedy,N/A,Award,204,0.00000,"250,000","8,036",11/05/25,STK,Yes,1
KLAC,K L A-Tencor Corp,Victor Peng,N/A,Award,204,0.00000,"250,000","5,816",11/05/25,STK,Yes,1
KLAC,K L A-Tencor Corp,Susan Jennifer Simone Taylor,N/A,Award,204,0.00000,"250,000",370,11/05/25,STK,Yes,1
KLAC,K L A-Tencor Corp,Michael R Mcmullen,N/A,Award,204,0.00000,"250,000","1,179",11/05/25,STK,Yes,1
KLAC,K L A-Tencor Corp,Robert M. Calderoni,Chair,Award,257,0.00000,"314,998","15,220",11/05/25,STK,Yes,1
TER,Teradyne Inc,Mercedes Johnson,N/A,Sell,625,177.05000,"110,656","11,364",11/05/25,STK,Yes,1
VIR,Vir Biotechnology Inc,Vanina De Verneuil,Gen Cou,Sell,"2,385",5.16000,"12,307","78,210",11/05/25,STK,Yes,1
ALNT,Allient Inc,Richard D Federico,Lead Indpdt. Dir,Award,513,0.00000,"27,450","76,130",11/05/25,STK,Yes,1
ALNT,Allient Inc,Robert B Engel,N/A,Award,443,0.00000,"23,706","36,363",11/05/25,STK,Yes,1
ALNT,Allient Inc,Steven C Finch,N/A,Award,443,0.00000,"23,706","12,631",11/05/25,STK,Yes,1
ALNT,Allient Inc,Nicole R Tzetzo,N/A,Award,443,0.00000,"23,706","14,458",11/05/25,STK,Yes,1
ALNT,Allient Inc,Michael R Winter,N/A,Award,443,0.00000,"23,706","39,814",11/05/25,STK,Yes,1
CXDO,Crexendo Inc,Jeffrey G Korn,Chair & CEO,Sell,"9,581",7.14010,"68,409","240,398",11/05/25,STK,Yes,1
CXDO,Crexendo Inc,Ron Vincent,CFO,Sell,"14,597",7.05000,"102,909","175,809",11/05/25,STK,Yes,1
AGRI,Agriforce Growing Systems Ltd,Amy Griffith,N/A,Award,"30,612",0.00000,"85,713","51,709",11/05/25,STK,No,1
MSM,Msc Industrial Direct Company,Erik Gershwind,CEO,Award,771,0.00000,"66,806","2,132,845",11/05/25,STK,Yes,1
VKQ,Invesco Muni Trust,Timothy M O'reilly,Port Mngr,Buy,"5,200",9.61800,"50,014","10,747",11/05/25,UIT,No,11
CCNE,Cnb Financial Corp,Michael D Peduzzi,CEO,Buy,"1,100",24.63000,"27,093","46,043",11/05/25,STK,No,1
FMC,FMC Corp,Carol  (John) Anthony Davidson,N/A,Buy,"10,000",13.59570,"135,957","23,227",11/05/25,STK,Yes,1
NXPI,Nxp Semiconductors,Andrew Hardy,Chf Sales Off.,Award,742,0.00000,"156,146","2,865",11/05/25,STK,Yes,1
NXPI,Nxp Semiconductors,Christopher L Jensen,HR,Award,"1,335",0.00000,"280,937","8,000",11/05/25,STK,Yes,1
NXPI,Nxp Semiconductors,Jennifer B Wuamett,Gen Cou & Sec,Award,"1,335",0.00000,"280,937","19,984",11/05/25,STK,Yes,1
NXPI,Nxp Semiconductors,Bill Betz,CFO,Award,"1,558",0.00000,"327,865","3,997",11/05/25,STK,Yes,1
NXPI,Nxp Semiconductors,Andrew Micallef,VP of Ops,Award,"1,335",0.00000,"280,937","8,621",11/05/25,STK,Yes,1
NXPI,Nxp Semiconductors,Rafael Sotomayor,CEO,Award,"1,558",0.00000,"327,865","6,980",11/05/25,STK,Yes,1
SHOP,Shopify Inc,Jean Niehaus,Gen Cou,Sell,"1,008",165.61000,"166,936","2,852",11/05/25,STK,Yes,1
RBRK,Rubrik Inc Cl A,Kiran Kumar Choudary,CFO,Sell,"3,500",72.29000,"253,015","510,551",11/05/25,STK,Yes,1
AVO,Mission Produce Inc,American Shareholder,N/A,Buy,"49,839",11.69020,"582,628","7,165,027",11/05/25,STK,Yes,1
WDC,Western Digital Corp,Martin I Cole,Chair,Sell,"10,000",161.32120,"1,613,212","39,504",11/05/25,STK,Yes,1
APPN,Appian Corp Cl A,Christopher Winters,N/A,Award,"6,104",0.00000,"179,031","29,782",11/05/25,STK,Yes,1
LTRX,Lantronix Inc,James C Auker,N/A,Award,"10,387",0.00000,"48,300","10,387",11/05/25,STK,Yes,1
LTRX,Lantronix Inc,Sailesh Chittipeddi,N/A,Award,"13,751",0.00000,"63,943","23,751",11/05/25,STK,Yes,1
RITM,Rithm Capital Corp,Michael Nierenberg,Chair & CEO,Sell,"297,140",10.99690,"3,267,619","1,535,690",11/05/25,STK,Yes,1
PAHC,Phibro Anl Htlh A,Jack C Bendheim,Chair & CEO,Sell,"7,040",42.15610,"296,778","79,240",11/05/25,STK,Yes,1
DINO,HF Sinclair Corp,Vivek Garg,CAO,Sell,314,53.28000,"16,730","3,609",11/05/25,STK,Yes,1
AXTI,Axt Inc,Dr David C Chang,N/A,Sell,"100,000",8.94040,"894,041","207,744",11/05/25,STK,Yes,1
GSAT,Globalstar,Rebecca S Clary,CFO,Award,"9,524",0.00000,"486,963","120,376",11/05/25,STK,Yes,1
IOT,Samsara Inc Cl A,John Bicket,CTO,Sell,"170,000",38.89100,"6,611,470","935,989",11/05/25,STK,Yes,1
IOT,Samsara Inc Cl A,Sanjit Biswas,Chair & CEO,Sell,"160,000",38.90450,"6,224,721","1,542,213",11/05/25,STK,Yes,1
AVBC,Avidia Bancorp Inc,Robert D Cozzone,CEO,Buy,"3,277",15.25970,"50,006","54,059",11/05/25,STK,No,1
TAP,Molson Coors Brewing Company,David S Coors,N/A,Buy,"2,245",44.46500,"99,823","375,465",11/05/25,STK,Yes,1
RFM,Rivernorth Flexible Municipal Income Fund Inc,American Shareholder,N/A,Buy,"2,165",14.45000,"31,284","18,675",11/05/25,UIT,No,11
RMI,Rivernorth Opportunistic Municipal Income Fund,American Shareholder,N/A,Buy,"1,226",14.66650,"17,981","42,731",11/05/25,UIT,No,11
HRTG,Heritage Insurance Holdings,Kirk Lusk,CFO,Sell,"20,000",24.17580,"483,515","558,756",11/05/25,STK,Yes,1
STAG,Stag Industrial Inc,Michael C Chase,Chf Inv Of,Sell,"13,144",38.74800,"509,303","9,422",11/05/25,STK,Yes,1
JMSB,John Marshall Bk Fal,Jonathan Craig Kinney,Chair,Buy,"1,200",18.78750,"22,546","606,411",11/05/25,STK,Yes,1
ADI,Analog Devices,Ray Stata,N/A,Sell,"6,250",232.85720,"1,455,357","791,667",11/05/25,STK,Yes,1
AIR,AAR Corp,John Mcclain Holmes,Chair & CEO,Sell,"38,462",83.50100,"3,211,615","260,141",11/05/25,STK,Yes,1
RXRX,Recursion Pharmaceuticals Inc Cl A,Dr Najat Khan,Chf Com Off.,Award,"84,925",0.00000,"421,228","753,122",11/05/25,STK,Yes,1
TEAM,Atlassian Corp,Michael Cannon-Brookes,CEO,Sell,"7,665",162.66030,"1,246,791","291,270",11/05/25,STK,Yes,1
EXPD,Expeditors Intl,Jeffrey F Dickerman,Gen Cou & Sec,Sell,"1,500",134.17000,"201,256","6,151",11/05/25,STK,Yes,1
FENC,Fennec Pharmaceuticals Inc,Rostislav Christov Raykov,N/A,Sell,"4,792",8.10000,"38,815","82,318",11/05/25,STK,Yes,1
OHI,Omega Healthcare Investors,Charles Taylor Pickett,CEO,Buy,"20,000",43.14280,"862,856","24,100",11/05/25,STK,Yes,1
CAH,Cardinal Health,Christine Mundkur,N/A,Award,"1,067",0.00000,"209,975","7,536",11/05/25,STK,Yes,1
CAH,Cardinal Health,Robert W Musslewhite,N/A,Award,"1,067",0.00000,"209,975","2,116",11/05/25,STK,Yes,1
CAH,Cardinal Health,Sudhakar Ramakrishna,N/A,Award,"1,067",0.00000,"209,975","2,116",11/05/25,STK,Yes,1
CSTL,Castle Biosciences Inc,Derek J Maetzold,CEO,Sell,"9,373",30.84160,"289,079","314,987",11/05/25,STK,Yes,1
TEAM,Atlassian Corp,Scott Farquhar,N/A,Sell,"7,665",162.66060,"1,246,793","291,270",11/05/25,STK,Yes,1
RGT,Royce Global Trust Inc,Charles M Royce,Sr. Adviser,Sell,"8,432",12.61000,"106,328","813,795",11/05/25,UIT,No,11
OGN,Organon & Co.,Lynette Holzbaur,Contr.,Award,"3,037",0.00000,"19,376","12,948",11/05/25,STK,Yes,1
TCBI,Texas Capital Bncsh,Anna M Alvarado,CLO,Award,"5,170",0.00000,"440,588","23,555",11/05/25,STK,Yes,1
CAH,Cardinal Health,Robert Azelby,N/A,Award,"1,067",0.00000,"209,975","4,085",11/05/25,STK,Yes,1
LLY,Eli Lilly and Company,American Shareholder,N/A,Sell,"219,474",936.62820,"205,565,537","93,752,410",11/05/25,STK,Yes,1
CAH,Cardinal Health,Michelle Brennan,N/A,Award,"1,067",0.00000,"209,975","8,086",11/05/25,STK,Yes,1
CAH,Cardinal Health,Sheri H Edison,N/A,Award,"1,067",0.00000,"209,975","14,848",11/05/25,STK,Yes,1
CAH,Cardinal Health,David C Evans,N/A,Award,"1,067",0.00000,"209,975","15,373",11/05/25,STK,Yes,1
CAH,Cardinal Health,Patricia A Hemingway Hall,N/A,Award,"1,067",0.00000,"209,975","32,264",11/05/25,STK,Yes,1
CAH,Cardinal Health,Akhil Johri,N/A,Award,"1,067",0.00000,"209,975","22,868",11/05/25,STK,Yes,1
CAH,Cardinal Health,Gregory B Kenny,Chair,Award,"1,702",0.00000,"334,937","64,194",11/05/25,STK,Yes,1
CAH,Cardinal Health,Nancy Killefer,N/A,Award,"1,067",0.00000,"209,975","27,624",11/05/25,STK,Yes,1
EVCM,Evercommerce Inc,Eric Richard Remer,Chair & CEO,Sell,"19,200",11.29500,"216,864","9,186,186",11/05/25,STK,Yes,1
IART,Integra Lifesciences,Dr Jeffrey A Graves,N/A,Buy,"9,000",11.35000,"102,150","41,086",11/05/25,STK,Yes,1
CAT,Caterpillar Inc,William E Schaupp,CAO,Sell,"1,200",572.22000,"686,664","1,323",11/05/25,STK,Yes,1
SXI,Standex International Corp,Vineet Kshirsagar,CSO,Sell,650,233.37000,"151,690","5,047",11/05/25,STK,Yes,1
RMT,Royce Micro-Cap Trust,Charles M Royce,Advisor,Sell,"200,000",10.27000,"2,054,000","1,080,070",11/05/25,UIT,No,11
FMCB,Farmers & Merchants Bancorp,Kevin Sanguinetti,N/A,Buy,10,"1,043.00000","10,431","8,442",11/05/25,STK:OTC,No,1
CSAI,Cloudastructure Inc Cl A,Sheldon Richard Bentley,N/A,Sell,"50,000",1.92500,"96,250","100,000",11/05/25,STK,No,1
TRC,Tejon Ranch Company,Norman J Metcalfe,Chair,Award,"1,423",0.00000,"22,726","88,187",11/05/25,STK,Yes,1
TRC,Tejon Ranch Company,Jeffrey Joseph Mccall,N/A,Award,"1,814",0.00000,"28,969","6,299",11/05/25,STK,Yes,1
TRC,Tejon Ranch Company,Eric H Speron,N/A,Award,"1,032",0.00000,"16,481","3,603",11/05/25,STK,Yes,1
TRC,Tejon Ranch Company,Kenneth G Yee,N/A,Award,"1,032",0.00000,"16,481","3,249",11/05/25,STK,Yes,1
TRC,Tejon Ranch Company,Gregory S Bielli,N/A,Award,"1,032",0.00000,"16,481","446,462",11/05/25,STK,Yes,1
TRC,Tejon Ranch Company,Anthony L Leggio,N/A,Award,"1,267",0.00000,"20,233","55,006",11/05/25,STK,Yes,1
TRC,Tejon Ranch Company,Steven A Betts,N/A,Award,"1,502",0.00000,"23,987","47,868",11/05/25,STK,Yes,1
TRC,Tejon Ranch Company,Denise A Gammon,N/A,Award,"1,032",0.00000,"16,481","3,603",11/05/25,STK,Yes,1
NSC,Norfolk Southern Corp,Sameh Fahmy,N/A,Buy,"1,650",282.97000,"466,900","12,000",11/05/25,STK,Yes,1
TEAF,Tortoise Sustainable and Social Impact Term Fund,American Shareholder,N/A,Sell,"340,213",12.43360,"4,230,072","1,189,792",11/05/25,UIT,No,11
AFB,Alliance National Municipal,American Shareholder,N/A,Sell,"53,120",11.00160,"584,405","2,888,862",11/05/25,UIT,No,11
MEGI,Nyli CBRE Global Infrastructure Megatrends Term,American Shareholder,N/A,Sell,"79,337",13.97650,"1,108,854","5,970,260",11/05/25,UIT,No,11
ASA,ASA Gold and Precious Metals,American Shareholder,N/A,Buy,"20,998",44.49840,"934,377","5,166,512",11/05/25,UIT,Yes,11
ECAT,Blackrock ESG Capital Allocation Trust,American Shareholder,N/A,Sell,"52,969",16.30000,"863,395","27,174,673",11/05/25,UIT,No,11
NQP,Nuveen Pennsylvania Investment,American Shareholder,N/A,Sell,"99,341",12.06410,"1,198,460","4,309,222",11/05/25,UIT,No,11
AREC,American Resources Corp,American Shareholder,N/A,Sell,"211,865",4.01410,"850,447","11,178,095",11/05/25,STK,Yes,1
BPRN,Princeton Bancorp Inc,Martin Tuchman,N/A,Buy,"2,003",32.25050,"64,598","768,982",11/05/25,STK,No,1
CSBB,Csb Bancorp Inc,Vikki G Briggs,N/A,Buy,600,51.00000,"30,600","15,395",11/05/25,STK:OTC,No,1
VICR,Vicor Corp,Robert Gendron,Mktg,Sell,"5,374",94.00000,"505,155",0,11/05/25,STK,Yes,1
GCBC,Greene County Bncp,Tejraj S Hada,N/A,Buy,"1,545",22.51070,"34,779","24,557",11/05/25,STK,No,1
TDUP,Thredup Inc Cl A,Daniel J Nova,N/A,Buy,"65,000",8.03540,"522,300","607,807",11/05/25,STK,Yes,1
IDCC,Interdigital Inc,Dr. Rajesh Pankaj,CTO,Sell,964,375.31000,"361,799","64,157",11/05/25,STK,Yes,1
NVCT,Nuvectis Pharma Inc,Matthew L Kaplan,N/A,Buy,"11,000",5.84000,"64,240","124,760",11/05/25,STK,Yes,1
NVCT,Nuvectis Pharma Inc,Dr Juan Sanchez,N/A,Buy,"13,000",5.79000,"75,270","78,565",11/05/25,STK,Yes,1
NVCT,Nuvectis Pharma Inc,Ron Bentsur,Chair & CEO,Buy,"5,000",5.72000,"28,600","3,525,924",11/05/25,STK,Yes,1
BNTX,Biontech Se ADR,Helmut Wolfgang Jeggle,Chair,Sell,"150,000",103.43000,"15,514,501","875,967",11/05/25,STK,Yes,1
BE,Bloom Energy Corp Cl A,The Honourable Mary K Bush,N/A,Sell,"36,000",142.82000,"5,141,520","133,524",11/05/25,STK,Yes,1
AXTI,Axt Inc,Gary L Fischer,CFO,Sell,"32,455",9.20880,"298,871","485,969",11/05/25,STK,Yes,1
CORT,Corcept Therapeutics,Dr Joseph K Belanoff,CEO,Sell,"40,000",74.57800,"2,983,119","2,741,370",11/05/25,STK,Yes,1
BTM,Bitcoin Depot Inc,Brandon Taylor Mintz,Chair & CEO,Sell,"349,736",2.61250,"913,685",0,11/05/25,STK,Yes,1
ARQT,Arcutis Biotherapeutics Inc,Dr Patrick Burnett,CMO,Sell,"3,864",23.71720,"91,643","98,325",11/05/25,STK,Yes,1
ALK,Alaska Air Group,Benito Minicucci,CEO,Award,"3,942",0.00000,"159,336","157,911",11/05/25,STK,Yes,1
AEHR,Aehr Test Systems,Howard T Slayen,N/A,Sell,"6,000",25.72620,"154,357","218,328",11/05/25,STK,Yes,1
APG,Api Group Corp,Sir Martin E Franklin,Co-Chair,Sell,"900,000",35.93640,"32,342,759","19,527,403",11/05/25,STK,Yes,1
OSPN,Onespan Inc,Michael Mcconnell,N/A,Buy,"50,000",11.96000,"598,000","83,763",11/05/25,STK,Yes,1
ZIP,Ziprecruiter Inc Cl A,Ian H Siegel,CEO,Sell,"29,166",4.13050,"120,470","422,679",11/05/25,STK,Yes,1
ZIP,Ziprecruiter Inc Cl A,Timothy G Yarbrough,CFO,Sell,"6,069",4.05490,"24,610","393,761",11/05/25,STK,Yes,1
CNS,Cohn & Steers Inc,Asst.Prof.Dr Robert Hamilton Steers,Co-Chair,Buy,"100,888",67.98400,"6,858,770","11,965,682",11/05/25,STK,Yes,1
UWMC,Uwm Hldg Corp,Mat Ishbia,Chair & CEO,Sell,"1,192,712",5.72500,"6,828,276","5,916,245",11/05/25,STK,Yes,1
PB,Prosperity Bancshares,Ned S Holmes,N/A,Sell,"1,100",66.83710,"73,521","324,018",11/05/25,STK,Yes,1
STX,Seagate Technology Hldgs Plc,Ban Seng Teh,Chf Com Off.,Sell,"6,000",270.00000,"1,620,000","12,041",11/05/25,STK,Yes,1
PLXS,Plexus Corp,Todd P Kelsey,CEO,Sell,"4,000",144.30000,"577,200","58,714",11/05/25,STK,Yes,1
PATH,Uipath Inc Cl A,Daniel Dines,Chair & CEO,Sell,"45,000",15.07480,"678,365","29,288,585",11/05/25,STK,Yes,1
NCSM,Ncs Multistage Holdings Inc,Robert Nipper,N/A,Sell,"1,000",40.00000,"40,000","122,051",11/05/25,STK,No,1
ATGE,Adtalem Global Education Inc,Kenneth J Phelan,N/A,Buy,508,98.29000,"49,931","18,783",11/05/25,STK,Yes,1
NXG,Nxg Nextgen Infrastructure Income Fund,John Howard Alban,N/A,Buy,"1,000",50.38000,"50,380","1,000",11/05/25,UIT,No,11
GBCI,Glacier Bancorp Inc,Ron J Copher,CFO & Treas,Buy,"2,400",41.17000,"98,809","127,775",11/05/25,STK,Yes,1
GBCI,Glacier Bancorp Inc,Randall Chesler,CEO,Buy,"2,437",40.91000,"99,698","134,077",11/05/25,STK,Yes,1
VIRT,Virtu Financial Cm A,Virginia Gambale,N/A,Sell,"3,875",34.57000,"133,958","26,928",11/04/25,STK,Yes,1
OPXS,Optex Systems Hlds,Judd Dayton,N/A,Award,"4,000",0.00000,"66,960","862,606",11/04/25,STK,No,1
OPXS,Optex Systems Hlds,Rahul Rimmy Malhotra,N/A,Award,"4,000",0.00000,"66,960","100,165",11/04/25,STK,No,1
OPXS,Optex Systems Hlds,Dale E Lehmann,N/A,Award,"4,000",0.00000,"66,960","122,721",11/04/25,STK,No,1
DNLI,Denali Therapeutics Inc,Timothy Van Hauwermeiren,N/A,Award,"10,632",0.00000,"158,629","10,632",11/04/25,STK,Yes,1
PEN,Penumbra Inc,Harpreet Grewal,N/A,Sell,186,227.58000,"42,330","8,516",11/04/25,STK,Yes,1
PSTG,Pure Storage Inc,Patrick S Finn,Chf Revenue Of,Award,"92,896",0.00000,"8,834,410","93,951",11/04/25,STK,Yes,1
HOLX,Hologic Inc,Stephen P Macmillan,Chair & CEO,Award,"83,589",0.00000,"6,194,781","2,465,042",11/04/25,STK,Yes,1
ROAD,Construction Partners Inc Cl A,Robert G Baugnon,SVP.,Award,"4,565",0.00000,"511,372","26,798",11/04/25,STK,Yes,1
ROAD,Construction Partners Inc Cl A,Gregory A Hoffman,CFO,Award,"6,601",0.00000,"739,445","43,744",11/04/25,STK,Yes,1
ROAD,Construction Partners Inc Cl A,Judson Ryan Brooks,Gen Cou,Award,"5,229",0.00000,"585,752","30,483",11/04/25,STK,Yes,1
ROAD,Construction Partners Inc Cl A,Fred Julius Smith iii,CEO,Award,"19,721",0.00000,"2,209,146","69,329",11/04/25,STK,Yes,1
ROAD,Construction Partners Inc Cl A,Ned N Fleming IV,Bus Dev,Award,"4,565",0.00000,"511,372","55,426",11/04/25,STK,Yes,1
CRC,California Resources Corp,Christopher D Gould,Div. EVP,Award,"26,472",0.00000,"1,234,918","140,567",11/04/25,STK,Yes,1
SYM,Symbotic Inc,Todd Krasnow,N/A,Sell,"4,000",76.75140,"307,005","40,000",11/04/25,STK,Yes,1
SEI,Solaris Energy Infrastructure Inc,American Shareholder,N/A,Sell,"2,114,783",50.15000,"106,056,368",0,11/04/25,STK,Yes,1
W,Wayfair Inc,Kate Gulliver,CFO,Sell,"9,612",102.20000,"982,346","175,497",11/04/25,STK,Yes,1
EBAY,Ebay Inc,Jordan Douglas Bradley Sweetnam,Chf Com Off.,Sell,861,81.54020,"70,207","2,862",11/04/25,STK,Yes,1
META,Meta Platforms Inc,Jennifer Newstead,CLO,Sell,519,628.00000,"325,932","27,237",11/04/25,STK,Yes,1
CON,Concentra Group Holdings Parent Inc,Douglas R Mcandrew,EVP,Award,"60,000",0.00000,"1,161,600","120,000",11/04/25,STK,Yes,1
CIFR,Cipher Mining Inc,Will Iwaschuk,Co-Pres.,Sell,"173,094",22.52000,"3,898,077","1,054,488",11/04/25,STK,Yes,1
COF,Capital One Financial Corp,Richard D Fairbank,Chair & CEO,Sell,"50,000",220.68450,"11,034,225","4,001,228",11/04/25,STK,Yes,1
